Longitude,Latitude,Chl a Dec-Mar
-91.5,-63.5,0.1392
130.5,-57,0.1392
-167.5,-41,0.1393
-154.5,-42,0.1393
-133.5,-43.5,0.1393
-87.5,-52.5,0.1393
139.5,-54,0.1393
-103.5,-49.5,0.1394
-89.5,-52,0.1394
-150.5,-42.5,0.1395
-101.5,-50,0.1395
-93.5,-63,0.1397
-83.5,-43.5,0.1397
-96.5,-63.5,0.1398
-69.5,-62,0.1398
-97.5,-63.5,0.1399
-65.5,-60,0.1399
-130.5,-45,0.14
-117.5,-43.5,0.14
-114.5,-44,0.14
-108.5,-47.5,0.14
-86.5,-64.5,0.14
-85.5,-50.5,0.14
-115.5,-44,0.1401
127.5,-58,0.1401
-122.5,-42,0.1402
-90.5,-64,0.1402
137.5,-55,0.1402
-130.5,-43,0.1403
-95.5,-63.5,0.1403
-94.5,-52,0.1403
-91.5,-52,0.1403
-152.5,-42,0.1404
-129.5,-45,0.1404
-90.5,-63.5,0.1404
-66.5,-61,0.1404
135.5,-55,0.1404
139.5,-53.5,0.1404
-123.5,-43,0.1406
-111.5,-46,0.1406
-99.5,-51,0.1406
-119.5,-43,0.1407
-112.5,-43.5,0.1407
134.5,-54.5,0.1407
-131.5,-45.5,0.1408
-78.5,-63.5,0.1408
128.5,-58,0.1408
-106.5,-48.5,0.1409
-105.5,-48.5,0.1409
-85.5,-52.5,0.1409
129.5,-57,0.1409
134.5,-53.5,0.1409
-117.5,-44,0.141
136.5,-55,0.141
-93.5,-52,0.1411
-85.5,-52,0.1411
-83.5,-46,0.1411
-111.5,-45.5,0.1412
-108.5,-48,0.1412
-84.5,-49,0.1412
133.5,-53.5,0.1412
-165.5,-41,0.1413
-138.5,-44.5,0.1413
138.5,-54.5,0.1413
-111.5,-45,0.1414
-97.5,-64.5,0.1414
-93.5,-64,0.1414
-87.5,-65,0.1414
-111.5,-46.5,0.1416
-83.5,-47.5,0.1416
-83.5,-45,0.1416
140.5,-52.5,0.1416
-159.5,-41.5,0.1417
-68.5,-62,0.1417
-63.5,-59.5,0.1417
137.5,-53,0.1417
-101.5,-50.5,0.1418
129.5,-57.5,0.1418
-140.5,-44,0.1419
-137.5,-44.5,0.1419
-126.5,-45.5,0.1419
-124.5,-45,0.1419
132.5,-53.5,0.1419
-83.5,-44.5,0.142
139.5,-53,0.142
-144.5,-42.5,0.1421
-143.5,-43,0.1421
-90.5,-64.5,0.1421
128.5,-57.5,0.1421
130.5,-56.5,0.1421
-169.5,-40.5,0.1422
-139.5,-45.5,0.1422
-94.5,-63.5,0.1423
129.5,-58,0.1423
-151.5,-42.5,0.1424
-118.5,-44.5,0.1424
-98.5,-64.5,0.1424
-88.5,-52.5,0.1424
131.5,-54,0.1424
132.5,-54,0.1424
140.5,-53,0.1424
-120.5,-43,0.1425
-123.5,-44,0.1426
-116.5,-44,0.1426
-83.5,-48,0.1426
-66.5,-61.5,0.1426
-141.5,-44,0.1427
-96.5,-64.5,0.1427
-95.5,-64,0.1427
-85.5,-64.5,0.1427
-83.5,-45.5,0.1427
-82.5,-64,0.1427
136.5,-53.5,0.1427
-142.5,-45,0.1428
-121.5,-43,0.1428
-117.5,-43,0.1428
-112.5,-44,0.1428
127.5,-57.5,0.1428
-88.5,-65,0.1429
126.5,-57,0.1429
-77.5,-63.5,0.143
132.5,-55,0.143
136.5,-53,0.143
-152.5,-42.5,0.1431
-140.5,-45.5,0.1431
-118.5,-44,0.1431
132.5,-54.5,0.1431
133.5,-54,0.1431
-139.5,-44.5,0.1432
-83.5,-44,0.1432
139.5,-54.5,0.1432
-153.5,-42.5,0.1433
-149.5,-42.5,0.1433
138.5,-55,0.1433
-142.5,-43.5,0.1434
-130.5,-45.5,0.1434
-98.5,-51.5,0.1434
129.5,-56.5,0.1434
-64.5,-61.5,0.1435
133.5,-54.5,0.1435
-109.5,-46.5,0.1436
-97.5,-51.5,0.1436
126.5,-57.5,0.1436
127.5,-57,0.1436
141.5,-52.5,0.1436
-127.5,-45.5,0.1437
-118.5,-43,0.1437
-146.5,-43,0.1438
-137.5,-45,0.1438
-119.5,-43.5,0.1438
-62.5,-61,0.1438
128.5,-57,0.1438
-138.5,-45.5,0.1439
-138.5,-45,0.1439
-110.5,-46.5,0.1439
-173.5,-40,0.144
-134.5,-46,0.144
-122.5,-42.5,0.144
-116.5,-44.5,0.144
-69.5,-62.5,0.144
126.5,-58,0.144
137.5,-56,0.144
-129.5,-45.5,0.1441
-111.5,-44.5,0.1441
-86.5,-52.5,0.1441
-123.5,-43.5,0.1443
-113.5,-43.5,0.1443
-71.5,-62.5,0.1443
130.5,-57.5,0.1443
133.5,-55,0.1443
-122.5,-43,0.1444
-170.5,-40,0.1445
-132.5,-46,0.1445
-90.5,-63,0.1445
-122.5,-44,0.1446
-99.5,-64,0.1446
-63.5,-59,0.1446
128.5,-58.5,0.1446
-142.5,-44.5,0.1447
-84.5,-52.5,0.1447
135.5,-55.5,0.1448
-128.5,-45.5,0.1449
-99.5,-64.5,0.1449
130.5,-58,0.1449
134.5,-55,0.1449
-137.5,-45.5,0.145
-123.5,-44.5,0.145
133.5,-56,0.145
-100.5,-51,0.1451
140.5,-53.5,0.1451
-80.5,-63.5,0.1452
-63.5,-60,0.1452
127.5,-56.5,0.1452
131.5,-57,0.1452
-143.5,-44.5,0.1453
-141.5,-44.5,0.1453
-140.5,-44.5,0.1453
-139.5,-45,0.1453
-89.5,-65,0.1453
-67.5,-61.5,0.1453
125.5,-58,0.1453
128.5,-56.5,0.1453
130.5,-55,0.1453
134.5,-56.5,0.1454
138.5,-53,0.1454
-141.5,-45.5,0.1455
-86.5,-65,0.1455
-84.5,-64.5,0.1455
-82.5,-42.5,0.1455
-70.5,-62.5,0.1455
-63.5,-61,0.1455
131.5,-54.5,0.1455
132.5,-55.5,0.1455
136.5,-55.5,0.1455
-125.5,-45.5,0.1456
-121.5,-43.5,0.1456
-98.5,-64,0.1456
-83.5,-48.5,0.1456
-133.5,-46,0.1457
134.5,-55.5,0.1457
-105.5,-49,0.1458
-100.5,-64.5,0.1458
-100.5,-64,0.1458
127.5,-58.5,0.1458
-145.5,-43,0.1459
-101.5,-64,0.1459
-87.5,-53,0.1459
-83.5,-64.5,0.1459
134.5,-56,0.1459
135.5,-56,0.1459
-118.5,-45,0.146
-112.5,-45.5,0.146
-96.5,-51.5,0.146
-84.5,-49.5,0.146
131.5,-56.5,0.146
134.5,-57,0.146
-141.5,-45,0.1461
-102.5,-50,0.1461
-110.5,-47,0.1462
-109.5,-47,0.1462
-104.5,-49.5,0.1462
131.5,-57.5,0.1462
138.5,-55.5,0.1463
-142.5,-44,0.1464
-135.5,-46,0.1464
-68.5,-62.5,0.1464
134.5,-57.5,0.1464
136.5,-56,0.1464
137.5,-55.5,0.1464
-147.5,-43,0.1465
142.5,-52.5,0.1465
-164.5,-41,0.1466
-143.5,-44,0.1466
-95.5,-52,0.1466
-85.5,-63.5,0.1466
129.5,-55,0.1467
-117.5,-45,0.1468
-103.5,-50,0.1468
-158.5,-42,0.1469
-137.5,-46,0.147
-101.5,-64.5,0.147
131.5,-55,0.1471
135.5,-56.5,0.1471
136.5,-52.5,0.1471
142.5,-53,0.1471
-140.5,-45,0.1472
-108.5,-48.5,0.1472
124.5,-58,0.1472
135.5,-57,0.1472
-122.5,-44.5,0.1473
-122.5,-43.5,0.1473
133.5,-56.5,0.1473
135.5,-53.5,0.1473
-114.5,-44.5,0.1474
129.5,-58.5,0.1474
130.5,-54.5,0.1474
135.5,-53,0.1474
-62.5,-59,0.1475
130.5,-56,0.1475
131.5,-58.5,0.1475
-113.5,-44,0.1476
-109.5,-47.5,0.1476
-101.5,-63.5,0.1476
-131.5,-46,0.1477
-115.5,-44.5,0.1477
-84.5,-63.5,0.1477
125.5,-57.5,0.1477
131.5,-58,0.1477
132.5,-58.5,0.1477
137.5,-52.5,0.1477
140.5,-54,0.1477
-144.5,-43,0.1478
-111.5,-47,0.1478
125.5,-58.5,0.1478
131.5,-53.5,0.1478
-156.5,-42.5,0.1479
126.5,-58.5,0.1479
-84.5,-52,0.148
133.5,-55.5,0.148
129.5,-54.5,0.1481
130.5,-58.5,0.1481
-112.5,-46,0.1482
-84.5,-51.5,0.1482
-70.5,-62,0.1482
140.5,-52,0.1482
-157.5,-42,0.1483
124.5,-59,0.1483
-175.5,-40,0.1484
-133.5,-46.5,0.1484
-118.5,-45.5,0.1484
-84.5,-51,0.1484
130.5,-55.5,0.1484
135.5,-57.5,0.1484
-143.5,-43.5,0.1485
-68.5,-61.5,0.1485
-66.5,-60.5,0.1485
141.5,-52,0.1485
133.5,-57.5,0.1486
-118.5,-43.5,0.1487
-82.5,-43,0.1487
134.5,-53,0.1487
-107.5,-48.5,0.1488
-102.5,-50.5,0.1488
132.5,-58,0.1488
-172.5,-40,0.1489
-155.5,-42.5,0.1489
133.5,-58,0.1489
-92.5,-62.5,0.149
-86.5,-53,0.149
-84.5,-50,0.149
-63.5,-60.5,0.149
-154.5,-42.5,0.1491
-102.5,-64.5,0.1491
73.5,-57.5,0.1491
125.5,-57,0.1491
125.5,-56.5,0.1491
126.5,-56.5,0.1491
-163.5,-41,0.1492
122.5,-58,0.1492
-161.5,-41,0.1493
122.5,-58.5,0.1493
133.5,-57,0.1493
139.5,-52.5,0.1493
-122.5,-45,0.1494
-89.5,-52.5,0.1494
-88.5,-53,0.1494
130.5,-54,0.1494
132.5,-59,0.1494
-119.5,-45,0.1495
131.5,-56,0.1495
132.5,-56.5,0.1495
-112.5,-44.5,0.1496
136.5,-57,0.1496
141.5,-53,0.1496
-139.5,-46,0.1497
-129.5,-46,0.1497
136.5,-56.5,0.1497
143.5,-53,0.1497
-124.5,-45.5,0.1498
-94.5,-64.5,0.1498
138.5,-56,0.1498
-130.5,-46,0.1499
-119.5,-45.5,0.1499
-88.5,-63.5,0.1499
-85.5,-53,0.1499
-69.5,-61.5,0.1499
121.5,-58.5,0.1499
132.5,-53,0.1499
-121.5,-44,0.15
-176.5,-40,0.1501
-138.5,-46,0.1501
-119.5,-44,0.1501
-91.5,-64,0.1501
-82.5,-64.5,0.1501
124.5,-57.5,0.1501
131.5,-55.5,0.1501
132.5,-56,0.1501
137.5,-56.5,0.1501
-148.5,-43,0.1502
-87.5,-63.5,0.1502
-81.5,-63.5,0.1502
126.5,-59,0.1502
128.5,-56,0.1502
132.5,-57,0.1502
133.5,-53,0.1502
-121.5,-45,0.1503
-101.5,-51,0.1503
-86.5,-63.5,0.1503
-84.5,-50.5,0.1503
129.5,-55.5,0.1503
-120.5,-45.5,0.1504
-90.5,-52.5,0.1504
-79.5,-63.5,0.1504
123.5,-58,0.1504
-92.5,-64,0.1505
-121.5,-44.5,0.1506
-94.5,-52.5,0.1506
-91.5,-62.5,0.1506
-78.5,-64,0.1506
127.5,-56,0.1506
-83.5,-49,0.1507
-119.5,-46,0.1508
-83.5,-52.5,0.1508
74.5,-57.5,0.1508
-143.5,-45,0.1509
-136.5,-46,0.1509
-116.5,-45,0.1509
-72.5,-62.5,0.1509
123.5,-59,0.151
-162.5,-41,0.1511
124.5,-58.5,0.1511
132.5,-57.5,0.1511
139.5,-55,0.1511
-174.5,-40,0.1512
-144.5,-43.5,0.1512
123.5,-57,0.1512
125.5,-59,0.1512
128.5,-55,0.1512
129.5,-56,0.1512
-67.5,-61,0.1513
-120.5,-43.5,0.1515
-112.5,-46.5,0.1515
-90.5,-62.5,0.1515
126.5,-55.5,0.1515
-112.5,-45,0.1516
-95.5,-64.5,0.1516
121.5,-58,0.1516
139.5,-52,0.1516
118.5,-57,0.1517
120.5,-58.5,0.1517
-92.5,-52.5,0.1518
134.5,-58,0.1518
-122.5,-45.5,0.1519
-117.5,-45.5,0.1519
-113.5,-44.5,0.1519
-93.5,-52.5,0.1519
-84.5,-53,0.1519
128.5,-59,0.1519
-83.5,-63.5,0.152
123.5,-57.5,0.152
130.5,-53.5,0.152
135.5,-52.5,0.152
-106.5,-49,0.1521
120.5,-58,0.1521
122.5,-56.5,0.1521
127.5,-59,0.1521
-146.5,-43.5,0.1522
136.5,-57.5,0.1522
144.5,-53,0.1522
-153.5,-43,0.1523
-144.5,-45,0.1523
122.5,-59,0.1523
-140.5,-46,0.1524
74.5,-56,0.1524
122.5,-57,0.1524
141.5,-53.5,0.1524
-82.5,-63.5,0.1525
-44.5,-69,0.1525
74.5,-57,0.1525
124.5,-56.5,0.1525
-168.5,-41,0.1526
-119.5,-44.5,0.1526
-99.5,-51.5,0.1526
-62.5,-60.5,0.1526
67.5,-59.5,0.1526
125.5,-56,0.1526
129.5,-59,0.1526
129.5,-54,0.1526
138.5,-56.5,0.1526
68.5,-59,0.1527
117.5,-57,0.1527
122.5,-57.5,0.1527
138.5,-52.5,0.1527
-91.5,-52.5,0.1528
-90.5,-65,0.1528
74.5,-56.5,0.1528
117.5,-56.5,0.1528
119.5,-57,0.1528
124.5,-56,0.1528
-134.5,-46.5,0.153
-132.5,-46.5,0.153
-111.5,-47.5,0.153
-94.5,-63,0.153
117.5,-56,0.1531
119.5,-57.5,0.1531
140.5,-54.5,0.1531
-126.5,-46,0.1532
-123.5,-45,0.1532
123.5,-58.5,0.1532
135.5,-58,0.1532
128.5,-55.5,0.1533
-144.5,-44.5,0.1534
-121.5,-45.5,0.1534
-115.5,-45,0.1534
-99.5,-65,0.1534
137.5,-57.5,0.1534
-101.5,-63,0.1535
-93.5,-62.5,0.1535
63.5,-59,0.1535
64.5,-58.5,0.1535
131.5,-53,0.1535
-171.5,-40,0.1536
-160.5,-41.5,0.1536
-144.5,-45.5,0.1536
-113.5,-46.5,0.1536
-102.5,-64,0.1536
-86.5,-53.5,0.1536
62.5,-57.5,0.1536
118.5,-57.5,0.1536
131.5,-59,0.1536
64.5,-59,0.1537
121.5,-59,0.1537
123.5,-56,0.1537
139.5,-55.5,0.1537
-98.5,-63.5,0.1538
48.5,-57,0.1538
118.5,-56.5,0.1538
119.5,-58,0.1538
128.5,-54.5,0.1538
-150.5,-43,0.1539
63.5,-59.5,0.1539
118.5,-56,0.1539
121.5,-57.5,0.1539
121.5,-57,0.1539
133.5,-58.5,0.1539
145.5,-52.5,0.1539
46.5,-58,0.154
75.5,-56,0.154
-144.5,-44,0.1541
-83.5,-51,0.1541
121.5,-56.5,0.1541
-110.5,-47.5,0.1542
-89.5,-63.5,0.1542
52.5,-57,0.1542
73.5,-57,0.1542
129.5,-53.5,0.1542
52.5,-56.5,0.1543
129.5,-59.5,0.1543
137.5,-57,0.1543
124.5,-57,0.1544
144.5,-52.5,0.1544
-142.5,-45.5,0.1545
-125.5,-46,0.1545
-82.5,-43.5,0.1545
48.5,-56,0.1545
122.5,-59.5,0.1545
123.5,-56.5,0.1545
-74.5,-63,0.1546
67.5,-58.5,0.1546
122.5,-56,0.1546
130.5,-59,0.1546
-166.5,-41.5,0.1547
48.5,-56.5,0.1547
73.5,-58,0.1547
116.5,-56.5,0.1547
129.5,-53,0.1547
-120.5,-45,0.1548
49.5,-56.5,0.1548
120.5,-57.5,0.1548
125.5,-55.5,0.1548
-147.5,-43.5,0.1549
-107.5,-49,0.1549
63.5,-57.5,0.1549
-83.5,-49.5,0.155
61.5,-57.5,0.155
68.5,-59.5,0.155
126.5,-56,0.155
134.5,-58.5,0.155
-113.5,-46,0.1551
-109.5,-48,0.1551
63.5,-58.5,0.1551
126.5,-55,0.1551
-113.5,-45.5,0.1552
-113.5,-45,0.1552
62.5,-58.5,0.1552
72.5,-57.5,0.1553
125.5,-59.5,0.1553
-128.5,-46,0.1554
-120.5,-44,0.1554
120.5,-59,0.1554
-81.5,-41,0.1555
-145.5,-45,0.1556
-143.5,-45.5,0.1556
-103.5,-64.5,0.1556
-76.5,-63.5,0.1556
-120.5,-44.5,0.1557
-93.5,-64.5,0.1557
138.5,-52,0.1557
-120.5,-46,0.1558
-84.5,-53.5,0.1558
120.5,-56,0.1558
151.5,-68.5,0.1558
-108.5,-49,0.1559
-85.5,-53.5,0.1559
47.5,-56.5,0.1559
71.5,-58.5,0.1559
124.5,-59.5,0.1559
142.5,-53.5,0.1559
-105.5,-49.5,0.156
-100.5,-51.5,0.156
-62.5,-59.5,0.156
116.5,-56,0.156
128.5,-54,0.1561
-145.5,-44.5,0.1562
-141.5,-46,0.1562
-83.5,-51.5,0.1562
46.5,-58.5,0.1562
70.5,-58,0.1562
118.5,-58,0.1562
127.5,-55,0.1562
130.5,-53,0.1562
-115.5,-45.5,0.1563
-100.5,-63.5,0.1563
47.5,-58.5,0.1563
128.5,-53,0.1563
-147.5,-44,0.1564
-153.5,-43.5,0.1565
-135.5,-46.5,0.1565
117.5,-57.5,0.1565
119.5,-59,0.1565
128.5,-53.5,0.1565
136.5,-58,0.1565
-81.5,-40,0.1566
127.5,-54,0.1566
-145.5,-43.5,0.1567
-83.5,-53,0.1567
70.5,-58.5,0.1567
127.5,-55.5,0.1567
128.5,-59.5,0.1567
-133.5,-47,0.1568
50.5,-57,0.1568
-127.5,-46,0.1569
-123.5,-45.5,0.1569
-122.5,-46,0.1569
119.5,-56.5,0.1569
136.5,-52,0.1569
137.5,-52,0.1569
-156.5,-43,0.157
-89.5,-53,0.157
63.5,-58,0.157
118.5,-58.5,0.157
119.5,-58.5,0.157
126.5,-59.5,0.157
71.5,-58,0.1571
139.5,-51.5,0.1571
-97.5,-52,0.1573
-85.5,-63,0.1573
47.5,-56,0.1573
49.5,-57,0.1573
66.5,-59.5,0.1573
67.5,-59,0.1573
143.5,-52.5,0.1573
-124.5,-46,0.1574
-112.5,-47,0.1574
47.5,-58,0.1574
118.5,-55.5,0.1574
138.5,-57,0.1574
-95.5,-63,0.1575
-82.5,-49.5,0.1575
-123.5,-46,0.1576
-83.5,-52,0.1576
120.5,-57,0.1576
132.5,-59.5,0.1576
-143.5,-46,0.1577
-109.5,-48.5,0.1577
117.5,-58,0.1577
-149.5,-43,0.1578
-98.5,-65,0.1578
47.5,-57,0.1578
67.5,-60,0.1578
-147.5,-44.5,0.1579
-114.5,-45,0.1579
143.5,-53.5,0.1579
61.5,-58,0.158
66.5,-58,0.158
-165.5,-41.5,0.1581
51.5,-57.5,0.1581
115.5,-57.5,0.1581
133.5,-59,0.1581
-100.5,-63,0.1582
-87.5,-53.5,0.1582
-73.5,-63,0.1582
62.5,-58,0.1582
66.5,-58.5,0.1582
128.5,-60,0.1582
-137.5,-46.5,0.1583
-73.5,-62.5,0.1583
119.5,-56,0.1583
123.5,-59.5,0.1583
46.5,-56,0.1584
-167.5,-41.5,0.1585
-118.5,-46,0.1585
-117.5,-46,0.1585
120.5,-56.5,0.1585
120.5,-55.5,0.1585
131.5,-60,0.1585
137.5,-58,0.1585
-158.5,-42.5,0.1586
45.5,-56,0.1586
117.5,-55.5,0.1586
118.5,-59,0.1586
119.5,-55.5,0.1586
134.5,-52.5,0.1586
-146.5,-44,0.1587
-143.5,-46.5,0.1587
-116.5,-45.5,0.1587
-81.5,-40.5,0.1587
-63.5,-61.5,0.1587
128.5,-60.5,0.1587
135.5,-52,0.1587
-170.5,-40.5,0.1588
-146.5,-44.5,0.1588
-145.5,-44,0.1588
-104.5,-50,0.1588
129.5,-60,0.1588
138.5,-57.5,0.1588
-152.5,-43,0.1589
-151.5,-44.5,0.1589
-96.5,-52,0.1589
-59.5,-60,0.1589
-154.5,-43.5,0.159
-145.5,-45.5,0.159
130.5,-59.5,0.159
-136.5,-46.5,0.1591
-100.5,-65,0.1591
127.5,-59.5,0.1591
142.5,-52,0.1591
-154.5,-43,0.1592
-71.5,-62,0.1592
45.5,-58.5,0.1592
116.5,-57.5,0.1592
139.5,-56,0.1592
-89.5,-62.5,0.1593
-59.5,-71.5,0.1593
50.5,-57.5,0.1593
121.5,-59.5,0.1593
134.5,-59,0.1593
-112.5,-47.5,0.1594
-81.5,-41.5,0.1594
112.5,-49.5,0.1594
124.5,-55.5,0.1594
127.5,-54.5,0.1594
131.5,-52.5,0.1594
-151.5,-43,0.1595
-84.5,-63,0.1595
71.5,-59,0.1595
133.5,-59.5,0.1595
-102.5,-51,0.1596
60.5,-57.5,0.1596
121.5,-56,0.1596
-146.5,-45,0.1597
-115.5,-46,0.1597
-87.5,-63,0.1597
50.5,-56.5,0.1597
127.5,-60,0.1597
138.5,-51.5,0.1597
-147.5,-45,0.1598
-84.5,-54,0.1598
58.5,-57.5,0.1598
62.5,-60,0.1598
131.5,-59.5,0.1598
46.5,-57.5,0.1599
51.5,-56,0.1599
53.5,-56.5,0.1599
69.5,-59,0.1599
132.5,-52.5,0.1599
145.5,-53,0.1599
-155.5,-43,0.16
-134.5,-47,0.16
-98.5,-52,0.16
-95.5,-52.5,0.16
64.5,-59.5,0.16
140.5,-55,0.16
-62.5,-60,0.1601
46.5,-55.5,0.1601
65.5,-59,0.1601
109.5,-49,0.1601
130.5,-52.5,0.1601
-157.5,-42.5,0.1602
-121.5,-46,0.1602
146.5,-53.5,0.1602
-83.5,-50,0.1603
49.5,-57.5,0.1603
110.5,-49,0.1603
141.5,-54,0.1603
-131.5,-46.5,0.1604
-67.5,-62,0.1604
65.5,-58.5,0.1604
72.5,-58,0.1604
73.5,-56,0.1604
114.5,-58,0.1604
-82.5,-44,0.1605
-61.5,-59,0.1605
47.5,-57.5,0.1605
127.5,-53.5,0.1605
-159.5,-42,0.1606
-101.5,-51.5,0.1606
116.5,-57,0.1606
127.5,-53,0.1606
135.5,-58.5,0.1606
-102.5,-63,0.1607
-99.5,-63.5,0.1607
51.5,-55.5,0.1607
64.5,-58,0.1607
66.5,-59,0.1607
115.5,-56,0.1607
-177.5,-40,0.1608
-169.5,-41,0.1608
-90.5,-53,0.1608
49.5,-56,0.1608
52.5,-56,0.1608
-152.5,-44,0.1609
-114.5,-46.5,0.1609
51.5,-58,0.1609
53.5,-64,0.1609
113.5,-58,0.1609
113.5,-54.5,0.1609
117.5,-58.5,0.1609
125.5,-55,0.1609
140.5,-56,0.1609
-116.5,-46,0.161
-70.5,-61.5,0.161
-58.5,-60,0.161
68.5,-58,0.161
72.5,-58.5,0.161
-138.5,-46.5,0.1611
69.5,-58.5,0.1611
126.5,-60,0.1611
-144.5,-46,0.1612
68.5,-58.5,0.1612
69.5,-58,0.1612
126.5,-54.5,0.1612
73.5,-56.5,0.1613
128.5,-52.5,0.1613
-164.5,-41.5,0.1614
-153.5,-44,0.1614
55.5,-57,0.1614
124.5,-60,0.1614
140.5,-55.5,0.1614
-146.5,-45.5,0.1615
-81.5,-42.5,0.1615
-68.5,-61,0.1615
114.5,-53,0.1615
127.5,-60.5,0.1615
-152.5,-44.5,0.1616
-148.5,-43.5,0.1616
-142.5,-46.5,0.1616
139.5,-56.5,0.1616
-82.5,-49,0.1617
53.5,-57,0.1617
-115.5,-47,0.1618
-83.5,-53.5,0.1618
71.5,-57.5,0.1618
129.5,-60.5,0.1618
-115.5,-46.5,0.1619
-105.5,-50,0.1619
-91.5,-64.5,0.1619
46.5,-57,0.1619
48.5,-58,0.1619
49.5,-55.5,0.1619
139.5,-57.5,0.1619
-148.5,-45,0.162
74.5,-58,0.162
115.5,-56.5,0.162
-116.5,-46.5,0.1621
51.5,-57,0.1621
72.5,-57,0.1621
132.5,-60,0.1621
-155.5,-43.5,0.1622
-142.5,-46,0.1622
-103.5,-50.5,0.1622
63.5,-57,0.1622
75.5,-56.5,0.1622
111.5,-49.5,0.1622
115.5,-57,0.1622
123.5,-55.5,0.1622
-114.5,-46,0.1623
-106.5,-49.5,0.1623
-82.5,-46.5,0.1623
-81.5,-64,0.1623
-60.5,-58.5,0.1623
138.5,-58,0.1623
-151.5,-44,0.1624
46.5,-59,0.1624
75.5,-57,0.1624
-147.5,-46,0.1625
-130.5,-46.5,0.1626
-107.5,-49.5,0.1626
-91.5,-53,0.1626
114.5,-52.5,0.1626
120.5,-59.5,0.1626
44.5,-58.5,0.1627
45.5,-59,0.1627
45.5,-56.5,0.1627
45.5,-55.5,0.1627
50.5,-55.5,0.1627
126.5,-53,0.1627
130.5,-60,0.1627
-77.5,-64,0.1628
48.5,-57.5,0.1628
135.5,-59,0.1628
-89.5,-63,0.1629
46.5,-56.5,0.1629
62.5,-59.5,0.1629
111.5,-49,0.1629
113.5,-54,0.1629
146.5,-53,0.1629
-132.5,-47,0.163
-82.5,-47,0.163
45.5,-58,0.163
54.5,-57,0.163
115.5,-52.5,0.1631
131.5,-52,0.1631
139.5,-57,0.1631
-114.5,-45.5,0.1632
-148.5,-44,0.1633
-88.5,-53.5,0.1633
-83.5,-50.5,0.1633
-67.5,-62.5,0.1633
45.5,-57,0.1633
47.5,-55.5,0.1633
55.5,-56.5,0.1633
126.5,-53.5,0.1633
-151.5,-45,0.1634
-148.5,-44.5,0.1634
114.5,-56.5,0.1634
129.5,-52.5,0.1634
-71.5,-63,0.1635
-64.5,-62,0.1635
66.5,-60,0.1635
112.5,-55,0.1635
133.5,-52.5,0.1635
-139.5,-46.5,0.1636
-125.5,-46.5,0.1636
-81.5,-42,0.1636
-60.5,-59,0.1636
49.5,-58,0.1636
115.5,-53,0.1636
116.5,-55.5,0.1636
44.5,-56.5,0.1637
55.5,-64,0.1637
-135.5,-47,0.1638
-129.5,-46.5,0.1638
-111.5,-48,0.1638
-86.5,-54,0.1638
52.5,-55.5,0.1638
112.5,-54,0.1638
113.5,-57.5,0.1638
115.5,-58,0.1638
117.5,-59,0.1638
145.5,-52,0.1638
-85.5,-65,0.1639
-96.5,-63,0.164
110.5,-49.5,0.164
125.5,-60,0.164
127.5,-52.5,0.164
-148.5,-46,0.1641
-88.5,-63,0.1641
51.5,-56.5,0.1641
54.5,-56.5,0.1641
70.5,-59,0.1641
123.5,-60,0.1641
-102.5,-63.5,0.1642
-65.5,-62,0.1642
109.5,-49.5,0.1642
117.5,-59.5,0.1642
121.5,-55.5,0.1643
126.5,-54,0.1643
131.5,-60.5,0.1643
57.5,-57.5,0.1644
62.5,-57,0.1644
-147.5,-46.5,0.1645
-123.5,-46.5,0.1645
-96.5,-52.5,0.1645
-60.5,-59.5,0.1645
44.5,-57,0.1645
119.5,-55,0.1645
138.5,-58.5,0.1645
-97.5,-65,0.1646
-92.5,-53,0.1646
-64.5,-59,0.1646
-60.5,-71.5,0.1646
62.5,-59,0.1646
113.5,-55.5,0.1646
113.5,-49.5,0.1646
114.5,-54.5,0.1646
120.5,-55,0.1646
-124.5,-46.5,0.1647
-113.5,-47,0.1647
-57.5,-60.5,0.1647
57.5,-58,0.1647
-175.5,-40.5,0.1648
-85.5,-54,0.1648
-65.5,-59.5,0.1648
50.5,-56,0.1648
56.5,-57.5,0.1648
114.5,-56,0.1648
51.5,-61,0.1649
71.5,-57,0.1649
-162.5,-41.5,0.165
-88.5,-62.5,0.165
-75.5,-63.5,0.165
112.5,-57.5,0.165
114.5,-50,0.165
-97.5,-63,0.1651
-81.5,-43,0.1651
114.5,-52,0.1651
145.5,-53.5,0.1651
65.5,-59.5,0.1652
72.5,-56.5,0.1652
115.5,-55.5,0.1652
118.5,-59.5,0.1652
60.5,-58,0.1653
115.5,-55,0.1653
118.5,-54.5,0.1653
140.5,-56.5,0.1653
144.5,-53.5,0.1653
-152.5,-43.5,0.1654
-147.5,-45.5,0.1654
-140.5,-46.5,0.1654
-103.5,-65,0.1654
-93.5,-53,0.1654
48.5,-55.5,0.1654
125.5,-53.5,0.1654
133.5,-60,0.1654
134.5,-59.5,0.1654
-103.5,-64,0.1655
-82.5,-48.5,0.1655
-82.5,-47.5,0.1655
140.5,-51.5,0.1655
-116.5,-47,0.1656
-83.5,-54,0.1656
44.5,-56,0.1656
45.5,-57.5,0.1656
50.5,-58,0.1656
56.5,-57,0.1656
56.5,-56.5,0.1656
108.5,-48.5,0.1656
113.5,-58.5,0.1656
115.5,-51.5,0.1656
116.5,-58.5,0.1656
